,modified_label,likeNum,commentNum,contentsNum,totalVisits,totalNeighbor,img_count,hashtag_counts,text_sentence_counts,title_length,title_word_counts,text_length,text_word_counts,average_visits
345,0,29,19,3798,7638747,5660,35,8,58,27,7,5259,1259,2011.2551342812003
346,0,5,4,280,624749,354,17,9,155,29,6,2847,654,2231.2464285714286
347,0,66,27,1134,2872270,5998,18,18,121,35,9,2119,520,2532.8659611992944
348,0,0,5,146,559903,150,9,15,79,45,13,1269,310,3834.95205479452
349,0,8,4,484,709866,1220,13,6,111,26,7,1883,425,1466.6652892561983
350,0,33,13,567,441517,1692,19,16,40,19,4,2088,462,778.6895943562611
351,0,9,8,479,166584,423,6,25,79,30,8,1140,245,347.77453027139876
352,0,11,5,166,274438,176,16,11,63,32,7,1033,242,1653.2409638554218
353,0,22,10,166,274438,176,10,7,70,36,9,1307,279,1653.2409638554218
354,0,4,3,197,392945,323,12,7,64,32,5,2036,475,1994.6446700507615
355,0,115,37,569,2321830,12480,18,5,81,18,4,1724,365,4080.5448154657297
356,0,18,3,1084,3445779,1962,33,5,80,29,7,1799,390,3178.762915129151
357,0,23,4,620,198137,6480,8,1,48,13,3,573,118,319.5758064516129
358,0,8,3,514,1552335,746,17,6,82,24,4,1506,318,3020.1070038910507
359,0,8,2,123,801466,531,7,17,45,34,9,1175,259,6515.983739837398
360,0,29,11,1516,1930594,1502,18,10,99,38,7,1501,362,1273.4788918205804
361,0,13,8,657,491431,2620,18,3,129,23,6,2216,458,747.9923896499239
362,0,35,14,3063,5409224,2802,28,10,64,23,5,1299,296,1765.988899771466
363,0,2,2,3004,919233,507,10,10,18,14,4,1217,253,306.0029960053262
364,0,47,16,1235,3262093,5302,17,5,120,28,7,2256,516,2641.370850202429
365,0,3,1,2085,1574046,1246,7,24,39,38,7,725,159,754.9381294964029
366,0,28,11,497,896430,2877,29,18,83,26,7,2096,507,1803.682092555332
367,0,17,4,470,1429800,1292,27,8,93,40,9,1831,431,3042.127659574468
368,0,20,12,1682,7773330,5198,16,9,24,33,8,1233,288,4621.480380499405
369,0,12,1,2159,5557448,1377,11,11,101,39,11,2032,506,2574.0842982862437
370,1,14,4,1068,6983586,3502,27,5,52,25,7,2017,506,6538.938202247191
371,0,14,3,3697,29404908,14722,24,9,42,39,9,1815,446,7953.721395726265
372,0,38,13,1026,2336517,2464,31,15,139,36,9,2475,563,2277.3070175438597
373,0,106,27,2421,5810144,8507,18,4,46,35,9,2024,462,2399.8942585708387
374,0,14,3,2017,4761571,3716,35,11,56,25,3,1437,315,2360.7193852255828
375,0,5,3,125,184554,131,12,30,80,25,6,1600,332,1476.432
376,0,39,21,2044,2505251,3341,40,8,96,45,11,1691,387,1225.6609589041095
377,0,39,14,2003,10087527,6357,30,12,125,19,6,2951,662,5036.209186220669
378,0,8,3,2636,6033038,3090,24,8,54,37,9,2629,651,2288.7094081942337
379,0,14,0,5047,7331216,2672,8,7,91,15,4,2030,492,1452.5888646720823
380,0,322,16,384,957175,4183,12,7,104,33,9,1669,408,2492.6432291666665
381,0,0,0,77,95309,66,16,11,29,27,7,744,172,1237.7792207792209
382,0,89,73,1215,2944885,6670,15,9,57,24,8,1313,321,2423.7736625514403
383,1,15,8,551,364674,1835,28,17,108,37,1,2454,565,661.8402903811252
384,0,17,9,287,1152067,636,12,20,80,51,11,1697,375,4014.170731707317
385,0,3,1,367,466393,364,11,10,39,37,7,792,159,1270.8256130790191
386,0,14,12,2638,3604013,4094,17,14,104,33,8,1880,415,1366.191432903715
387,0,18,3,2611,6851836,2905,52,7,62,28,7,2833,619,2624.219073152049
388,0,14,7,1749,3346576,2121,10,9,51,17,4,870,183,1913.422527158376
389,1,43,15,308,2065251,6323,42,12,68,29,8,1941,492,6705.36038961039
390,0,65,63,1433,6984872,4851,34,5,149,24,6,3125,701,4874.300069783671
391,0,19,6,6374,1368438,859,31,16,59,25,4,1103,230,214.69061813617824
392,0,23,6,532,2573504,5803,14,5,52,23,4,961,209,4837.413533834587
393,0,9,2,974,2777832,1087,14,8,19,26,4,992,208,2851.983572895277
394,0,21,4,923,2393166,3231,34,14,83,26,5,1998,430,2592.812567713976
395,0,2,1,504,807661,1135,21,6,70,30,7,1664,381,1602.501984126984
396,0,14,7,906,3576302,3351,21,2,94,25,5,1797,390,3947.353200883002
397,0,26,5,478,848345,1195,19,11,47,30,2,626,132,1774.7803347280335
398,0,11,7,543,1669141,770,17,2,51,25,7,1182,259,3073.924493554328
399,1,43,8,1237,3262113,5302,34,4,113,28,7,1798,420,2637.116410670978
400,0,15,14,240,415741,2866,14,6,39,23,6,965,224,1732.2541666666666
401,0,9,1,1514,2951640,1402,30,23,99,37,6,1642,409,1949.564068692206
402,0,19,12,377,1429768,329,25,12,126,35,7,2112,469,3792.4880636604776
403,0,20,9,1050,2378182,2761,31,8,81,32,6,1727,410,2264.935238095238
404,0,21,3,1249,2593302,1786,43,19,106,49,8,3351,789,2076.302642113691
405,0,15,3,1273,5167261,4393,13,7,69,34,8,1189,254,4059.120974076984
406,0,32,12,1146,891561,4907,20,25,110,37,9,2155,496,777.9764397905759
407,0,13,24,409,308868,555,7,12,78,26,7,1344,305,755.1784841075795
408,0,19,12,1903,2784036,3120,8,15,27,20,4,590,137,1462.9721492380452
409,0,14,19,1024,7233972,5877,13,4,53,24,6,1976,457,7064.42578125
410,0,13,7,906,3576299,3351,19,2,93,26,5,1720,376,3947.349889624724
411,0,13,5,313,904202,790,12,6,49,26,6,918,218,2888.8242811501595
412,0,26,2,9053,12882805,12813,12,3,45,28,6,901,212,1423.0426377996243
413,0,14,7,665,1091276,1744,20,1,84,31,9,1435,337,1641.0165413533834
414,0,40,5,1763,11715219,13656,21,8,93,47,11,1861,463,6645.047646057856
415,0,21,22,525,1718483,2347,24,8,99,39,11,1545,360,3273.3009523809524
416,0,12,4,1413,3305850,2248,22,10,131,35,10,1824,432,2339.596602972399
417,0,13,5,1402,2991299,3129,16,7,59,45,12,1019,218,2133.5941512125537
418,0,8,2,442,891915,669,11,8,48,18,2,584,129,2017.9072398190044
419,0,23,2,1319,3747837,4447,16,7,50,36,8,1174,268,2841.423047763458
420,0,43,26,4090,13187863,7107,29,1,137,23,6,1845,414,3224.416381418093
421,0,27,9,1653,6238838,6147,18,9,126,27,8,1698,386,3774.251663641863
422,0,5,3,6803,6728517,3749,11,13,51,26,7,1353,309,989.0514478906364
423,0,105,16,608,2661229,5819,22,1,95,33,6,1481,333,4377.0213815789475
424,0,16,12,326,693330,2393,44,7,63,35,8,3022,712,2126.7791411042945
425,0,13,2,802,1065659,1097,22,1,49,29,6,2334,514,1328.7518703241894
426,0,24,22,535,2189697,1843,30,5,85,24,7,3655,876,4092.891588785046
427,0,14,10,433,752244,2398,11,30,39,38,8,2163,465,1737.284064665127
428,0,38,12,2941,8733180,4168,31,15,94,42,12,2005,532,2969.4593675620536
429,0,10,2,2201,6000620,2760,22,8,33,24,5,2398,518,2726.3153112221717
430,0,6,5,163,785278,404,14,8,130,25,5,2535,611,4817.6564417177915
431,0,18,10,937,1132152,2659,20,6,103,33,7,2208,446,1208.273212379936
432,0,166,199,189,381539,1709,35,23,181,20,5,2835,744,2018.7248677248676
433,0,28,5,2586,24390322,4610,13,8,99,26,6,1650,370,9431.679040989946
434,0,33,26,539,971702,2789,62,14,132,40,8,3650,710,1802.7866419294992
435,0,9,4,374,1859880,1404,29,13,141,28,4,2778,626,4972.941176470588
436,0,86,34,1576,2079592,6213,20,7,35,23,6,2466,618,1319.53807106599
437,0,65,102,265,505160,2105,71,30,111,39,11,1979,481,1906.2641509433963
438,0,22,5,1269,2651100,3461,22,8,97,28,8,2010,492,2089.125295508274
439,0,20,8,532,2573500,5803,16,5,80,36,7,1605,353,4837.4060150375935
440,0,7,3,468,1094450,550,40,7,121,30,7,2950,663,2338.568376068376
441,0,32,8,3666,10982301,11542,5,6,38,27,8,532,127,2995.7176759410804
442,0,7,3,1238,2441688,1138,10,4,24,38,9,923,224,1972.284329563813
443,0,3,0,817,1959052,429,5,4,33,23,2,490,101,2397.860465116279
444,0,14,11,903,2792888,1746,12,10,103,26,7,1558,334,3092.8992248062013
445,0,12,6,136,816647,343,19,7,42,28,5,1643,382,6004.757352941177
446,0,6,6,1758,1397841,665,20,13,93,46,10,2572,602,795.1313993174061
447,0,19,4,986,3046302,2439,12,18,85,32,6,1441,333,3089.555780933063
448,0,20,7,1514,3082006,2672,18,8,81,37,6,1194,264,2035.67107001321
449,0,6,2,570,2780973,2107,30,4,137,30,6,3064,716,4878.9
450,0,13,16,54,98112,256,32,12,98,28,7,1810,458,1816.888888888889
451,0,225,118,241,1025531,5439,14,10,145,50,11,2998,692,4255.3153526970955
452,0,13,11,437,2212218,1297,18,5,64,51,11,2498,589,5062.283752860412
453,0,11,10,2402,13604954,6998,30,16,105,26,7,3160,741,5664.010824313073
454,0,7,7,480,629200,1088,8,9,56,25,5,931,207,1310.8333333333333
455,0,2,0,225,582795,745,9,13,69,28,7,1839,408,2590.2
456,0,8,2,1746,3307474,1098,40,13,167,36,10,2902,690,1894.315005727377
457,0,19,2,2017,4761563,3716,23,11,56,26,5,1457,330,2360.7154189390185
458,0,16,7,995,1727368,2658,21,5,71,49,7,1374,327,1736.04824120603
459,0,44,5,1064,3839498,16712,19,23,124,38,8,1945,441,3608.5507518796994
460,0,20,4,1687,4090824,6899,15,11,19,19,5,1469,327,2424.910491997629
461,0,5,3,1554,3579018,575,16,26,48,42,11,1133,221,2303.100386100386
462,0,31,6,2586,24390323,4610,23,6,100,28,6,1523,331,9431.679427687548
463,0,8,0,1242,3068847,953,20,30,41,26,6,1315,315,2470.891304347826
464,0,12,3,738,2019445,2284,35,10,87,38,10,1311,314,2736.3753387533875
465,0,10,7,500,1231197,1154,27,4,53,37,10,699,155,2462.394
466,0,5,5,2690,4168273,6165,23,12,54,27,8,1219,298,1549.5438661710036
467,0,16,11,338,1408182,2147,22,8,140,39,12,2646,622,4166.218934911242
468,0,11,7,1085,283447,160,19,8,92,46,5,1428,314,261.2414746543779
469,0,8,2,613,601450,975,12,9,34,16,4,542,117,981.15823817292
470,0,4,1,362,282031,866,8,9,25,26,6,778,173,779.0911602209944
471,0,10,2,689,580061,782,30,11,82,16,4,1077,251,841.88824383164
472,0,10,2,1267,3444206,1519,14,8,79,37,8,1360,313,2718.394632991318
473,0,17,6,1502,4000550,1444,26,2,206,34,8,3361,732,2663.4820239680425
474,0,14,2,904,2792897,1746,13,8,82,22,6,1128,238,3089.487831858407
475,0,5,3,958,4477856,5370,15,7,59,26,6,1577,359,4674.1711899791235
476,0,6,4,1192,2268618,1534,12,7,47,19,3,750,155,1903.203020134228
477,1,36,31,548,3730575,2858,37,10,137,25,7,2485,554,6807.618613138686
478,0,11,6,1614,4751654,2527,15,7,38,33,6,1153,245,2944.023543990086
479,0,7,1,290,874249,1136,19,6,104,43,10,1889,425,3014.651724137931
480,0,27,5,598,7659751,3905,12,4,80,19,4,1858,399,12808.948160535116
481,0,7,7,221,698044,1010,16,8,63,33,8,1118,225,3158.5701357466064
482,0,12,0,491,1244167,1128,17,14,50,27,8,1199,279,2533.9450101832995
483,1,36,5,1536,1266851,3680,30,9,147,39,8,2298,527,824.7727864583334
484,1,25,0,4164,4949661,6491,25,2,71,31,7,2351,533,1188.67939481268
485,1,16,1,330,105216,2131,11,16,65,32,7,1660,380,318.8363636363636
486,1,7,0,156,41069,46,20,6,36,25,7,2261,494,263.2628205128205
487,1,5,4,453,280862,169,24,14,63,26,5,2420,562,620.0044150110375
488,1,21,16,808,155396,1147,25,22,47,27,6,2158,541,192.32178217821783
489,1,33,4,363,133726,2839,24,2,39,26,5,1919,439,368.3911845730027
490,1,1,0,1368,455066,137,26,2,97,31,8,2485,612,332.65058479532166
491,1,1,5,1364,455056,137,24,2,97,14,5,1957,460,333.61876832844575
492,1,1,3,208,79289,122,25,2,70,17,4,2988,710,381.19711538461536
493,1,5,1,522,549534,266,12,5,55,27,6,2018,459,1052.7471264367816
494,1,4,1,1101,818596,1246,30,1,194,46,11,2857,687,743.5022706630336
495,1,5,0,118,24732,105,30,21,196,44,9,3666,858,209.59322033898303
496,1,6,5,903,255762,1259,30,10,159,43,12,2832,661,283.2358803986711
497,1,2,2,408,58283,14,15,5,98,28,7,1684,394,142.85049019607845
498,1,1,0,550,389176,360,16,6,80,27,6,1352,326,707.5927272727273
499,1,0,0,195,8596,4,26,1,116,21,4,2420,568,44.08205128205128
500,1,6,0,244,126897,796,31,9,110,28,6,2261,535,520.0696721311475
501,1,6,4,1363,576078,327,29,9,202,33,9,2786,689,422.6544387380778
502,1,1,0,1364,455060,137,22,2,100,35,7,1806,417,333.6217008797654
503,1,13,2,848,831617,3357,26,2,119,21,5,2216,482,980.6804245283018
504,1,5,1,903,125740,332,16,10,40,17,4,1589,370,139.2469545957918
505,1,11,1,1276,419517,1688,20,4,73,26,6,2505,542,328.77507836990594
506,1,11,2,3952,4821880,2736,41,26,135,55,14,3762,821,1220.1113360323886
507,1,2,0,520,93106,360,16,10,73,46,10,1918,397,179.05
508,1,4,1,144,15482,114,25,10,105,15,4,1681,409,107.51388888888889
509,1,39,13,3183,7266203,9165,35,4,176,29,8,3496,867,2282.8158969525603
510,1,4,1,496,5125036,210,7,6,91,39,9,1730,422,10332.733870967742
511,1,13,3,784,1692941,3019,29,6,208,35,7,2915,697,2159.3635204081634
512,1,2,1,234,235834,179,28,4,127,10,3,2064,505,1007.8376068376068
513,1,0,0,88,144591,214,18,2,66,22,7,1871,412,1643.0795454545455
514,1,12,5,426,756970,738,52,6,59,15,4,1677,403,1776.924882629108
515,1,2,1,821,512908,438,24,2,206,24,7,3781,970,624.73568818514
516,1,19,1,601,6570784,5751,31,7,101,48,13,2646,606,10933.084858569053
517,1,2,0,3178,5367439,339,26,7,111,24,5,2137,482,1688.9361233480176
518,1,5,0,801,560945,455,8,3,48,27,6,870,203,700.3058676654182
519,1,92,35,725,1692860,6325,27,2,196,24,6,3248,809,2334.979310344828
520,1,11,1,488,138905,620,16,21,69,26,6,1185,282,284.6413934426229
521,1,9,1,981,1862046,2011,7,11,77,31,5,1367,310,1898.1100917431193
522,1,11,6,753,1309744,625,26,2,73,14,4,2160,515,1739.3678618857905
523,1,2,0,96,155176,42,25,2,157,19,5,2651,662,1616.4166666666667
524,1,6,4,359,211213,1021,20,3,135,33,6,2798,633,588.3370473537605
525,1,12,6,409,983781,422,25,2,57,31,9,2222,524,2405.332518337408
526,1,15,26,643,410697,439,25,2,91,15,4,3166,703,638.7200622083982
527,1,1,2,837,653399,141,8,5,28,30,7,603,135,780.6439665471923
528,1,3,0,376,48503,260,13,8,91,27,7,1453,327,128.99734042553192
529,1,40,17,898,911165,4486,25,2,111,24,6,2121,488,1014.6603563474388
530,1,11,6,99,18493,641,28,6,97,30,7,1747,417,186.7979797979798
531,1,9,0,624,318940,1071,26,2,194,21,5,2910,691,511.12179487179486
532,1,0,1,837,653399,141,17,5,50,32,7,984,227,780.6439665471923
533,1,4,2,687,714411,728,20,1,47,18,5,1736,417,1039.8995633187774
534,1,11,1,1006,649037,1266,15,14,61,37,9,1687,372,645.1660039761431
535,1,1,0,2383,2871899,753,26,1,64,33,8,3283,808,1205.16114141838
536,1,3,1,687,714414,728,25,2,100,17,4,3187,717,1039.9039301310045
537,1,17,9,1942,720493,1825,28,5,163,25,6,3089,725,371.0056642636457
538,1,34,19,849,482651,94,25,2,105,18,6,2256,530,568.4935217903416
539,1,45,5,949,3579037,2943,17,2,103,26,8,2067,488,3771.377239199157
540,1,4,2,225,207138,249,30,3,64,20,5,2627,601,920.6133333333332
541,1,0,0,302,1645316,483,18,2,75,40,10,2618,574,5448.066225165563
542,1,2,2,388,265169,72,29,12,161,25,7,3017,732,683.4252577319587
543,1,5,2,527,410442,918,25,1,147,22,5,3077,693,778.8273244781784
544,1,19,8,2000,28692090,8525,26,11,98,33,6,2134,512,14346.045
545,1,10,0,851,549009,964,23,2,88,25,7,2250,514,645.1339600470035
546,1,24,4,1588,6278827,7406,28,3,112,15,3,2139,438,3953.921284634761
547,1,5,0,1783,4760545,5638,22,1,99,23,6,2097,489,2669.9635445877734
548,1,0,3,852,356445,1104,20,2,57,14,4,2109,452,418.3626760563381
549,1,1,0,44,59897,220,18,11,128,20,5,2191,500,1361.2954545454545
550,1,10,1,734,116536,1100,8,10,61,16,3,1438,315,158.7683923705722
551,1,4,2,217,89102,181,15,3,43,27,6,2519,526,410.6082949308755
552,1,1,1,1368,455066,137,26,1,113,27,7,2783,657,332.65058479532166
553,1,8,4,843,482639,94,29,2,139,16,4,2711,660,572.5255041518386
554,1,6,2,609,738837,566,21,6,135,24,7,2903,696,1213.197044334975
555,1,11,4,943,1875692,838,21,4,57,34,8,4043,960,1989.068928950159
556,1,45,7,544,447416,1909,25,1,70,24,7,2317,524,822.4558823529412
557,1,2,1,388,265165,72,23,8,38,24,7,2342,540,683.4149484536083
558,1,33,9,3098,3953895,6627,31,16,120,32,7,2906,675,1276.2734021949643
559,1,1,0,158,21408,7,25,6,54,27,7,2266,534,135.49367088607596
560,1,0,0,62,6356,7,42,6,70,47,13,3351,843,102.51612903225806
561,1,3,2,1459,854515,694,24,3,46,26,8,2863,670,585.6854009595613
562,1,16,1,532,442192,1326,15,3,69,29,7,2184,479,831.187969924812
563,1,21,0,4161,4949612,6491,24,3,37,23,5,2309,525,1189.5246335015622
564,1,3,1,837,653400,141,9,6,36,26,6,697,155,780.6451612903226
565,1,40,8,1238,985354,2821,19,3,78,27,7,2709,595,795.9240710823909
566,1,4,3,1383,1071886,3332,27,1,114,29,6,2497,562,775.0441070137382
567,1,12,6,180,6410,466,5,2,18,40,9,772,178,35.611111111111114
568,1,3,0,227,317879,685,27,2,113,25,7,3176,724,1400.3480176211451
569,1,13,9,402,90856,886,16,12,75,47,11,2267,494,226.0099502487562
570,1,6,2,629,501914,1200,26,3,76,25,7,2340,554,797.9554848966613
571,1,6,3,403,166124,958,25,2,66,14,4,3103,719,412.2183622828784
572,1,25,5,1247,2013744,6814,30,8,29,28,7,3155,713,1614.8708901363273
573,1,10,1,1077,129679,1722,18,8,73,27,6,2010,421,120.40761374187558
574,1,11,10,116,7384,520,11,8,54,27,5,936,227,63.6551724137931
575,1,3,0,849,482651,94,26,2,95,15,5,2674,662,568.4935217903416
576,1,47,7,1894,5304614,6974,38,6,178,32,7,3049,683,2800.7465681098206
577,1,4,3,1886,838129,1208,20,6,85,34,7,2887,686,444.3950159066808
578,1,3,2,792,432942,402,11,1,82,37,5,3254,668,546.6439393939394
579,1,4,4,239,58841,125,19,4,149,31,8,2662,597,246.19665271966528
580,1,10,2,1140,381522,1051,27,10,117,53,11,1833,390,334.6684210526316
581,1,113,83,1788,1843659,9690,52,10,165,33,8,4347,991,1031.1291946308725
582,1,16,2,851,549012,964,27,9,121,32,8,2682,636,645.1374853113983
583,1,2,1,483,74418,183,21,4,30,29,5,2148,465,154.07453416149067
584,1,10,10,1097,818592,1246,30,1,199,40,9,2854,663,746.2096627164996
585,1,79,8,400,670441,3689,28,5,91,32,8,2248,516,1676.1025
586,1,4,2,1364,455060,137,25,2,117,23,7,2238,543,333.6217008797654
587,1,223,32,186,19009,2471,8,16,37,22,5,1005,182,102.1989247311828
588,1,9,0,334,37655,821,5,4,36,17,4,703,163,112.73952095808384
589,1,65,18,1784,9308350,15258,40,11,72,31,9,4232,1031,5217.684977578475
590,1,0,0,850,482665,94,27,1,118,21,6,2191,525,567.8411764705883
591,1,17,1,355,467395,1080,23,2,90,17,4,2566,624,1316.605633802817
592,1,46,19,707,291567,3424,24,2,83,27,5,2673,625,412.4002828854314
593,1,4,3,156,38503,413,31,11,191,44,10,2867,619,246.81410256410257
594,1,3,2,189,14397,292,12,4,49,19,6,1259,278,76.17460317460318
595,1,4,2,849,482651,94,28,2,119,14,4,2127,508,568.4935217903416
596,1,12,6,510,924240,975,28,1,103,26,6,3483,772,1812.235294117647
597,1,6,0,4177,11699665,2717,43,7,187,20,5,4466,1012,2800.973186497486
598,1,5,3,1783,4760545,5638,25,2,108,20,5,1955,462,2669.9635445877734
599,1,3,1,121,29594,90,22,8,104,33,6,1728,419,244.5785123966942
600,1,3,0,799,315988,699,28,2,130,18,4,2425,569,395.4793491864831
601,1,22,5,3125,4240811,5451,42,16,111,21,4,2226,473,1357.05952
602,1,8,5,2620,1719768,2837,19,15,46,26,5,1904,417,656.4
603,1,19,8,620,334055,753,27,2,184,24,5,2736,672,538.7983870967741
604,1,7,2,394,181801,1983,14,7,46,23,7,1029,248,461.4238578680203
605,1,104,16,466,159809,5493,23,16,95,27,5,1922,433,342.93776824034336
606,1,5,2,167,16663,236,26,10,75,20,4,1335,279,99.77844311377244
607,1,31,13,229,69657,406,13,8,49,34,8,1257,273,304.17903930131007
608,1,5,2,2169,3746790,1613,13,6,77,22,5,1723,298,1727.4273858921165
609,1,6,0,509,180185,434,32,13,58,53,14,1542,330,353.99803536345775
610,1,25,7,2471,34415372,8448,31,7,45,32,10,2322,564,13927.710238769729
611,0,16,17,529,103594,1798,28,6,63,51,13,1345,327,195.82986767485824
612,1,3,0,943,1875697,838,22,4,73,30,8,2586,641,1989.0742311770944
613,1,9,10,654,515412,614,22,9,65,19,5,2917,642,788.0917431192661
614,1,36,5,4256,10649884,7970,19,3,107,27,7,1596,402,2502.3223684210525
615,1,2,0,555,56496,106,8,2,77,32,6,1488,344,101.7945945945946
616,1,15,4,2902,10352246,5582,32,7,109,16,4,3366,821,3567.279807029635
617,1,11,1,799,315989,699,24,2,110,18,5,1928,457,395.48060075093866
618,1,37,52,566,383934,1299,21,1,184,18,5,3389,769,678.3286219081272
619,1,37,22,448,631869,1806,25,2,122,25,6,2271,551,1410.421875
620,1,4,5,547,263515,132,27,2,102,17,5,2213,502,481.74588665447897
621,1,26,16,5515,31471693,2800,39,12,123,25,5,3181,722,5706.562647325476
622,1,5,2,166,48924,837,11,8,65,23,4,1461,261,294.72289156626505
623,1,12,4,550,631423,1516,21,2,96,25,6,2119,511,1148.041818181818
624,1,123,4,260,105485,1445,21,3,100,33,6,3323,754,405.71153846153845
625,1,9,16,211,335828,281,31,10,160,31,8,2922,712,1591.601895734597
626,1,11,4,135,1773,427,8,3,14,31,8,729,163,13.133333333333333
627,1,6,3,171,81256,256,24,6,112,35,5,2340,534,475.1812865497076
628,1,9,4,279,586567,530,30,2,161,39,10,2960,702,2102.390681003584
629,1,10,2,144,146290,335,30,1,163,35,9,2908,716,1015.9027777777778
630,1,0,1,1368,455076,137,27,2,110,18,4,2830,685,332.6578947368421
631,1,3,3,287,128413,660,30,11,172,36,7,3036,730,447.4320557491289
632,1,6,1,1282,422881,698,19,2,95,23,6,1825,434,329.8603744149766
633,1,5,2,1042,6988059,427,7,7,101,28,5,1665,386,6706.390595009597
634,1,4,16,291,243531,577,23,10,107,50,9,2774,648,836.8762886597938
635,1,3,2,969,440805,1012,21,4,24,24,6,2615,622,454.90712074303406
636,1,99,86,728,175177,3162,19,5,68,16,3,1373,333,240.62774725274724
637,1,5,2,400,139138,1283,12,18,44,32,6,918,173,347.845
638,1,4,1,364,556416,112,25,2,68,15,4,2211,501,1528.6153846153843
639,1,7,0,736,282944,2028,17,3,79,51,11,2525,543,384.4347826086956
640,1,1,0,86,8335,64,9,2,51,27,6,1483,346,96.9186046511628
641,1,3,1,400,139138,1283,14,20,54,24,6,1111,217,347.845
642,1,15,0,144,146290,335,30,1,126,39,10,2277,510,1015.9027777777778
643,1,56,22,1257,5253440,4558,46,12,120,26,6,2502,571,4179.347653142402
644,1,43,33,1329,3742672,5630,42,13,259,24,5,4222,966,2816.1565086531227
645,1,45,6,3746,256753,3602,25,2,93,20,5,2851,696,68.54057661505605
646,1,9,0,5288,38240543,3511,22,3,88,24,7,2471,545,7231.570158850227
647,1,32,17,728,2654831,3415,38,17,120,42,10,2761,615,3646.745879120879
648,1,4,2,362,367677,81,25,2,73,17,5,2294,513,1015.682320441989
649,1,9,2,852,549014,967,24,4,122,24,3,2847,649,644.3826291079812
650,1,4,0,164,47747,357,25,2,118,15,4,2828,658,291.140243902439
651,1,3,0,575,302044,172,12,7,77,24,6,1338,305,525.2939130434783
652,1,323,9,1793,671650,5014,24,17,171,25,5,2575,530,374.595649749024
653,1,8,4,895,291769,723,25,2,124,25,5,2531,602,325.9988826815642
654,1,4,1,1441,353395,182,25,2,67,16,4,2598,639,245.24288688410823
655,1,4,0,777,199084,246,15,1,40,28,6,1780,408,256.22136422136424
656,1,6,1,798,315988,699,23,1,100,24,5,1844,439,395.9749373433584
657,1,26,6,645,2946014,4823,30,19,133,30,9,2444,590,4567.463565891473
658,1,2,0,614,548469,169,25,3,82,27,9,2855,666,893.271986970684
659,1,0,0,121,29592,90,18,8,75,26,3,1284,308,244.56198347107437
660,1,6,2,1979,659766,1216,25,2,67,17,5,2290,527,333.3835270338555
661,1,61,5,417,355130,267,25,3,63,32,7,1941,393,851.6306954436451
662,1,38,9,2409,2023547,4770,24,2,62,11,3,2191,485,839.994603569946
663,1,30,20,159,53227,1133,12,8,125,32,8,2191,578,334.76100628930817
664,1,17,5,1846,4890893,3566,13,8,20,35,9,1583,382,2649.454496208017
665,1,3,3,1783,4760545,5638,25,3,111,20,6,2736,646,2669.9635445877734
666,1,44,16,3203,23656863,10581,35,12,203,32,8,2965,691,7385.8454573837025
667,1,7,3,1350,481223,1520,25,2,43,11,3,2784,683,356.4614814814815
668,1,1,0,685,714407,728,22,5,39,35,7,2307,473,1042.9299270072993
669,1,3,0,808,1506185,894,31,12,80,37,9,2066,478,1864.0903465346537
670,1,6,1,391,2380465,1648,22,6,192,28,6,3337,779,6088.145780051151
671,1,28,8,635,501970,1200,23,3,72,26,7,2215,508,790.503937007874
672,1,10,10,943,566532,177,17,7,47,31,5,1880,447,600.7762460233298
673,1,31,7,1895,5304654,6974,43,6,237,26,7,3503,870,2799.2897097625328
674,1,17,9,1228,1299519,929,20,3,139,23,7,3000,722,1058.2402280130293
675,1,56,22,539,371430,4044,24,3,91,20,7,3046,680,689.1094619666048
676,1,24,9,379,203125,5314,18,3,134,28,7,2703,593,535.9498680738786
677,1,7,0,499,483638,604,15,2,115,20,5,2307,526,969.2144288577156
678,1,4,2,211,335830,281,30,10,204,34,6,2919,703,1591.6113744075828
679,1,30,6,5049,20656936,13633,33,7,129,34,8,2339,517,4091.292533174886
680,1,8,4,1241,3068757,953,26,30,55,35,10,1740,428,2472.8098307816276
681,1,30,21,1355,239592,3728,15,24,83,25,6,2907,677,176.82066420664208
682,1,6,0,753,770307,1712,23,2,64,20,4,3043,694,1022.98406374502
683,1,5,1,278,90563,1444,16,6,56,24,5,1764,448,325.7661870503597
684,1,44,8,369,189381,1002,15,3,75,32,6,2531,561,513.2276422764228
685,1,6,1,799,315988,699,24,2,100,21,6,2209,514,395.4793491864831
686,1,4,3,2623,1719771,2837,19,15,43,31,7,1484,327,655.6504003049943
687,1,1,0,1055,318929,499,10,1,48,31,7,1781,425,302.30236966824646
688,1,38,4,1020,359251,4638,25,2,62,24,6,2918,691,352.206862745098
689,1,3,2,687,714412,728,20,3,35,32,9,2114,494,1039.901018922853
690,1,16,15,651,347653,793,24,5,139,26,6,2920,672,534.0291858678955
691,1,1,2,850,482664,94,25,1,120,26,6,2205,537,567.84
692,1,33,10,634,501967,1200,20,2,182,28,7,2878,702,791.7460567823343
693,1,9,2,487,145843,1398,18,3,63,32,7,1977,440,299.4722792607803
694,1,5,1,1545,214382,852,25,1,37,27,6,1383,299,138.75857605177993
695,1,7,2,527,842712,384,25,2,66,31,9,2550,567,1599.0740037950663
696,1,61,10,5556,28583321,19812,22,5,37,27,8,2176,503,5144.586213102952
697,1,7,2,134,37862,213,6,8,34,19,5,908,211,282.55223880597015
